name,rating,responses
Maidstone Borough Council,n/a,"1. With regard to the Public Sector Equality Duty, does your decisionmaking regarding the provision of food take into account the fact that 
veganism is a protected characteristic for the purpose of the Equality 
Act 2010? Yes/No
No
2. How many vegan hot and cold meal options do you offer:
• In your own local authority canteen every day (if you have one)? 0, 1, 
2, 3 or more. Please also express this as a proportion of the overall 
number of options offered. 
• In external events catering (if applicable)? Eg: 0, 1, 2, 3 or more.
Please also express this as a proportion of the overall number of options 
offered.
Under section 1(1)(a) of the Freedom of Information Act, we are writing to 
advise you that, following a search of our paper and electronic records, we have
established that the information you requested is not held by this Council. This 
is because we do not have a local authority canteen, nor do we record the 
number of vegan meals offered when we use external catering.
3. Is a requirement for providing vegan hot and cold meal options 
included within the catering procurement contracts you issue for other 
catering provision for which you are responsible including schools, 
leisure centres, care homes, libraries, and any other public buildings? 
 Yes/No
No
4. Has your organisation taken any action to reduce meat and dairy 
consumption in order to meet environmental goals?
No
• If yes, please detail what actions have been taken, e.g. 100% or 
50% plant-based food options offered.
N/A.
• If no, do you have ambitions to take action in this area, eg through 
setting meat reduction targets? Yes/no, if yes please detail what 
ambitions you have set out.
Action 8.1 of Maidstone Borough Council’s Biodiversity and Climate Change 
Action Plan is to support residents to understand the changes they can make to 
reduce and prepare for climate change and to enhance biodiversity, including 
raising awareness of “reducing red meat consumption in line with Eatwell 
guidance” and “to promote health and climate benefits from reductions in red 
meat consumption."
Maldon District Council,n/a,"Maldon District Council does not provide any food under any contracts to
any parties.

 

You may wish to contact Essex County Council who are responsible for
Education and Social Care provision who may have contracts in relation to
food provision. They can be contacted at [1]www.essex.gov.uk

 

Maldon District Council does not have a canteen.

 

The Council has not set any goals in relation to the reduction of meet and
dairy products.

 

A vegan market is hosted at one of our open spaces full details can be
found at: 
[2]https://www.visitmaldondistrict.co.uk/wh..."
Malvern Hills District Council,n/a,"Unfortunately, we do not hold the information you require. We are a small
District Council in a two-tier local authority area and are therefore do
not have any canteen facilities."
Melton Borough Council,n/a,"I can confirm, in accordance with s.1 (1) (a) of the FOIA, that the
Council does not hold the information you have requested, as this is a
service provided by Leicestershire County Council. 

(ALEX TO CONTACT LEICESTERSHIRE COUNTY COUNCIL)"
Mid Sussex District Council,n/a,"Mid Sussex does not provide catering options. For schools, care homes and libraries this would be the County Council, West Sussex 

(HAVE CONTACTED WEST SUSSEX COUNTY COUNCIL)"
North Hertfordshire District Council,n/a,"1. With regard to the Public Sector Equality Duty, does your decision-making regarding 
the provision of food take into account the fact that veganism is a protected 
characteristic for the purpose of the Equality Act 2010? Yes/No 
We do not provide food at District Council Offices (DCO), any buffet lunches (if 
applicable) are arranged directly by the service area
2. How many vegan hot and cold meal options do you offer: 
DCO - Not Applicable
• In your own local authority canteen every day (if you have one)? 0, 1, 2, 3 or more. 
Please also express this as a proportion of the overall number of options offered.  
We do not have a canteen
• In external events catering (if applicable)? Eg: 0, 1, 2, 3 or more.
Please also express this as a proportion of the overall number of options offered.
3. Is a requirement for providing vegan hot and cold meal options included within the 
catering procurement contracts you issue for other catering provision for which you are 
responsible including schools, leisure centres, care homes, libraries, and any other 
public buildings?  Yes/No 
Check with Hitchin Town Hall
4. Has your organisation taken any action to reduce meat and dairy consumption in order 
to meet environmental goals? 
District Council Offices – Not Applicable
• If yes, please detail what actions have been taken, e.g. 100% or 50% plant-based food 
options offered.
• If no, do you have ambitions to take action in this area, eg through setting meat 
reduction targets? Yes/no, if yes please detail what ambitions you have set out."
North West Leicestershire District Council,n/a,"1. With regard to the Public Sector Equality Duty, does your
decision-making regarding the provision of food take into account the fact
that veganism is a protected characteristic for the purpose of the
Equality Act 2010?

We would make it an option but not necessarily because it was a protected
characteristic but because that is what someone requests or requires

2. How many vegan hot and cold meal options do you offer:

N/A we do not have a canteen.

• In your own local authority canteen every day (if you have one)? 0, 1,
2, 3 or more. Please also express this as a proportion of the overall
number of options offered.  N/A
• In external events catering (if applicable)? Eg: 0, 1, 2, 3 or more.
Please also express this as a proportion of the overall number of options
offered.

We do not provide our own catering at external events

3. Is a requirement for providing vegan hot and cold meal options included
within the catering procurement contracts you issue for other catering
provision for which you are responsible including schools, leisure
centres, care homes, libraries, and any other public buildings?  

We do not run any of those buildings listed.

4. Has your organisation taken any action to reduce meat and dairy
consumption in order to meet environmental goals? No

• If yes, please detail what actions have been taken, e.g. 100% or 50%
plant-based food options offered.

• If no, do you have ambitions to take action in this area, eg through
setting meat reduction targets? Yes/no, if yes please detail what
ambitions you have set out."
North Warwickshire Borough Council,n/a,This Council does not provide food and therefore we don’t hold any of the information you have requested.
Nuneaton & Bedworth Borough  Council,n/a,"1. When the Council does provide food, the Council would take into consideration its requirements under the Public Sector Equality Duty and provide food which meets all dietary requirements.
2. The Council does not currently offer internal or external food provision.
3. The Council does not have a requirement for catering contracts.
4. Due to the Council not offering a food provision, this is not a consideration for the Council."
Oadby & Wigston Borough Council,n/a,"1. OWBC do not provide catering in any form, either internally (we do │
│ not offer a canteen or on-site food options at the Council) or │
│ externally. │
│ 2. N/A │
│ 3. N/A │
│ 4. N/A │"
Pendle Borough Council,n/a,We do not operate any staff canteens/provide food.
Preston City Council,n/a,"To provide a reply to your FOIA request we need you to be more specific about the 
information you have requested to understand what it is that you would like us to provide. 
Preston City Council (PCC) does not operate an in-house canteen, PCC don’t have 
responsibility for schools, libraries, care homes, leisure centres or public buildings
where food is served, Lancashire County Council (LCC) is responsible for these 
services in the Preston area. 
At present, the time for responding to your request will be suspended pending receipt of 
information from you clarifying your request. Upon receipt of such information, the time 
for responding will recommence and you will be advised in due course when the Council 
should respond to your request by.

(ALEX TO CONTACT LANCASHIRE CITY COUNCIL)"
Redditch Borough Council,n/a,"I am writing to inform you that the information you requested is not held.
However it is possible that Worcestershire County Council may hold some or
all of the information you require.

(HAVE CONTACTED WORCESTERSHIRE COUNTY COUNCIL)"
Ribble Valley Borough Council,n/a,"There is no council owned canteen facility. 
Unfortunately, we do not hold the information you have requested in respect of schools, 
leisure centres, care homes, libraries. As a two-tier district council, we are not responsible for 
these services. 
Lancashire County Council is responsible for these services in the Ribble Valley and should 
be able to help you with your request. Lancashire County Council’s Freedom of Information 
Team can be contacted on: freedomofinformation@lancashire.gov.uk
If you have any queries about this email please feel free to contact us at the above email 
address. 

updated response after asking for more info: 

1. We only source food for internal meetings via an external sandwich shop. If anyone has 
any dietary requirements, we ask the shop to accommodate them. We do not undertake any 
catering. 
2a. No Canteen. No hot or cold food offered. 
2b. We do not cater for external events 
3. We don’t have catering facilities 
4. Not applicable. "
Rochford District Council,n/a,"To confirm, we don’t have any records held that meets your criteria as the
Council does not provide catering / food services as this area does not
fall under our jurisdiction.  Subsequently, no further information is
available and which can be offered here within this reply – it is a nil to
report."
Rossendale Borough Council,n/a,"We do not hold the information requested, as the Council’s public buildings do not 
provide meals."
Rushcliffe Borough Council,n/a,"We do not provide food for any of our customers at any of our venues , the
Customer may order in food but we have no control over that .

 

We do not have a canteen.

 

Libraries and schools fall under the remit of Nottinghamshire County
Council, they can be contacted at [1][email address]"
South Cambridgeshire District Council,n/a,"We ascertain the Council does not hold the information you seek.

South Cambridgeshire District Council does not provide or manage any
catering services

You may wish to direct your request to Cambridgeshire County Council.
[email address]

(HAVE CONTACTED CAMBRIDGESHIRE COUNTY COUNCIL)"
South Hams District Council,n/a,"1., 2. & 4. The Council does not provide any catering to either staff or
visitors.

3. We are not responsible for schools, care homes, etc. so do not procure
catering contracts.  This is dealt with by Devon County Council. They may
hold the information you are seeking. If you have not already done so, then
you may wish to write to them using the following link:
https://www.devon.gov.uk/accesstoinforma...

(ALEX TO CONTACT DEVON COUNTY COUNCIL)"
Sevenoaks District Council,n/a," 1. We do not provide food.
 2. We do not provide food to staff or residents of the community.
 3. N/A
 4. N/A"
Stafford Borough Council,n/a,"Unfortunately we do not hold any of the information you request as this function is the responsibility of Staffordshire County Council within our district.

To assist you, please follow this link to send an FOI request to Staffordshire County Council; https://www.staffordshire.gov.uk/Your-co..."
Staffordshire Moorlands District Council,n/a,"I am advised that Staffordshire Moorlands District Council does not hold
this information as we do not provide any Canteen facilities. I would
therefore request that you please contact Staffordshire County Council.

CLARIFICATION: You asked the following -  Please may you confirm if the council has ever
been responsible in the past for organising the catering of an event or
gathering, either internally or externally. If the answer is yes, please
do revise your answers.

The Council can advise that the response is Nil to the above."
Stevenage Borough Council,n/a,"I can confirm that this information is not held, this is because all
matters relating to food provision would fall under the responsibility of
Hertfordshire County Council (HCC). We recommend that you contact HCC if
you require this information, meanwhile, you may wish to visit their
website:  [1]https://www.hertfordshire.gov.uk/home.aspx

(ALEX TO CONTACT HERTFORDSHIRE COUNTY COUNCIL)"
Stratford on Avon District Council,n/a,"The Council does not have its own canteen, and does not have any contracts
secured for food ordering. If we have done buffet lunches in the past
there has not been a vegan option.

The question asked was not answered for the following legal reason(s) -

• Section 3 (2) - Information not held"
Stroud District Council,n/a,"We at Stroud District Council do not provide catering for staff or customers.
The Pulse as a Stroud District Council run Leisure centre also does not provide catering for staff or customers.
We are not responsible for the catering at Stratford Park Leisure Centre, it is run by an external company so it isn’t something we directly deliver."
Surrey Heath Borough Council,n/a,"I am writing to advise you that, SHBC does not have a catering function
and does not provide catering services for staff or externally therefore
we do not hold information in response to your request."
Swale Borough Council,n/a,"1.	No. Swale Borough Council does not provide food for their staff. 
2.	0. Swale Borough Council does not have a canteen. 
3.	N/A
4.	N/A.  
"
Tamworth Borough Council,n/a,"Tamworth Borough Council has no canteen and has no responsibility in
relation to food provision either externally or internally."
Tandridge District Council,n/a,"We do not have a local authority canteen or provide any external events
catering, therefore we are unable to answer your request. 

We are not responsible for schools, adult/child social care, libraries
etc..  This is the responsibility of Surrey County Council.  You will need
to submit a request to [email address]

(HAVE CONTACTED SURREY COUNTY COUNCIL)"
Teignbridge District Council,n/a,"1. Not applicable, as we are not involved in the provision of food.

2a. Not applicable, as we do not have a canteen.
2b. Not applicable as we do not provide external events catering.

3. Not applicable, we do have any catering procurement contracts for our public buildings.

4. Not applicable.
"
Tewkesbury Borough Council,n/a,"1. With regard to the Public Sector Equality Duty, does your decision-making regarding the provision of food
take into account the fact that veganism is a protected characteristic for the purpose of the Equality Act 2010? No
2. How many vegan hot and cold meal options do you offer:
• In your own local authority canteen every day (if you have one)? 0, 1, 2, 3 or more. Please also express this
as a proportion of the overall number of options offered. Tewkesbury Borough Council do not have a
canteen.
• In external events catering (if applicable)? Eg: 0, 1, 2, 3 or more. N/A
Please also express this as a proportion of the overall number of options offered.
3. Is a requirement for providing vegan hot and cold meal options included within the catering procurement
contracts you issue for other catering provision for which you are responsible including schools, leisure centres,
care homes, libraries, and any other public buildings? This is not the responsibility of Tewkesbury Borough
Council, please contact Gloucestershire County Council who are responsible for educational services,
social care and libraries: www.gloucestershire.gov.uk
4. Has your organisation taken any action to reduce meat and dairy consumption in order to meet
environmental goals? N/A
• If yes, please detail what actions have been taken, e.g. 100% or 50% plant-based food options offered. N/A
• If no, do you have ambitions to take action in this area, eg through setting meat reduction targets? Yes/no, if
yes please detail what ambitions you have set out. N/A"
Thanet District Council,n/a,"1.      With regard to the Public Sector Equality Duty, does your
decision-making regarding the provision of food take into account the
fact that veganism is a protected characteristic for the purpose of the
Equality Act 2010? Yes/No

Response: N/A - the council does not have a provision to provide food to
staff but we support staff to make their own food choices. They can bring
their own lunch into work that reflects their philosophical beliefs and
any other requirements.

2.      How many vegan hot and cold meal options do you offer: 
•       In your own local authority canteen every day (if you have one)?
0, 1, 2, 3 or more. Please also express this as a proportion of the
overall number of options offered.  
•       In external events catering (if applicable)? Eg: 0, 1, 2, 3 or
more. 
Please also express this as a proportion of the overall number of
options offered.

Response: N/A, we do not have a canteen. Given our location in a town
centre, and close proximity to multiple supermarkets and food
establishments, staff are able to easily purchase food off site. We also
have kitchens available to staff for them to prepare food of their
choice. 
We do not provide any milk to staff so staff could bring vegan options to
work if they wish.

3.      Is a requirement for providing vegan hot and cold meal options
included within the catering procurement contracts you issue for other
catering provision for which you are responsible including schools,
leisure centres, care homes, libraries, and any other public buildings?
 Yes/No 

Response: N/A - we do not provide any catering provision. As a district
council, schools, care homes and libraries are outside of our remit. This
would be undertaken by Kent County Council. Our leisure centres are not
run in-house but we are not aware of any cafe facility at any of the
centres.

4.      Has your organisation taken any action to reduce meat and dairy
consumption in order to meet environmental goals? 
•      If yes, please detail what actions have been taken, e.g. 100% or
50% plant-based food options offered.
•     If no, do you have ambitions to take action in this area, eg
through setting meat reduction targets? Yes/no, if yes please detail
what ambitions you have set out. 

Response: N/A"
Tonbridge & Malling Borough Council,n/a,"Further to your request for information below, the Council does not operate any canteens."
Torridge District Council,n/a,". We confirm that the Council does 
not hold this information as we do not provide meals."
Tunbridge Wells Borough Council,n/a,Information not held
Uttlesford District Council,n/a,"Please note that Essex County Council has responsibility for the services you mention and not Uttlesford District Council.

You may wish to refer your Freedom of Information Request direct to Essex County Council using this link

(ALEX TO CONTACT ESSEX COUNTY COUNCIL)"
West Devon Borough Council,n/a,"1., 2. & 4. The Council does not provide any catering to either staff or
visitors.

3. We are not responsible for schools, care homes, etc. so do not procure
catering contracts.  This is dealt with by Devon County Council. They may
hold the information you are seeking. If you have not already done so, then
you may wish to write to them using the following link:
https://www.devon.gov.uk/accesstoinforma...

(ALEX TO CONTACT DEVON COUNTY COUNCIL)"
West Lancashire District Council,n/a,"1.	With regard to the Public Sector Equality Duty, does your decision-making regarding the provision of food take into account the fact that veganism is a protected characteristic for the purpose of the Equality Act 2010? Yes/No  - No
 
2.	How many vegan hot and cold meal options do you offer:  - N/A
 
•	In your own local authority canteen every day (if you have one)? 0, 1, 2, 3 or more. Please also express this as a proportion of the overall number of options offered.   
•	In external events catering (if applicable)? Eg: 0, 1, 2, 3 or more.  
Please also express this as a proportion of the overall number of options offered. 
 
3.	Is a requirement for providing vegan hot and cold meal options included within the catering procurement contracts you issue for other catering provision for which you are responsible including schools, leisure centres, care homes, libraries, and any other public buildings?  Yes/No  - You would need to contact Lancashire County Council, the email address is : FreedomofInformation@lancashire.gov.uk   The postal address is:  Lancashire County Council, PO Box 78, County Hall, Fishergate, Preston, Lancashire, PR1 8XJ
 
4.	Has your organisation taken any action to reduce meat and dairy consumption in order to meet environmental goals?  - No not applicable
 
•If yes, please detail what actions have been taken, e.g. 100% or 50% plant-based food options offered. 
 
•If no, do you have ambitions to take action in this area, eg through setting meat reduction targets? Yes/no, if yes please detail what ambitions you have set out.  
 
"
West Oxfordshire District Council,n/a,This does dot apply to West Oxfordshire District Council as we do not supply meals.
West Suffolk Council,n/a,"Thank you for your email which appears to relate to catering contract
information which will be held by the County Council, not by us as a local
Council, as they are responsible for the following areas in Suffolk:

 

• [1]Schools - Suffolk County Council
• [2]Libraries - Suffolk County Council
• [3]Care and support for adults - Suffolk County Council"
Worthing Borough Council,n/a,"We do not hold the information you are seeking.

We hope this is sufficient for your purposes.
"
Wychavon District Council,n/a,"Unfortunately, we do not hold the information you require. We are a small
District Council in a two-tier local authority area and therefore we do
not have any canteen facilities."
Derry City and Strabane District Council,n/a,"1. With regard to the Public Sector Equality Duty, does your decision-making regarding the provision of food take into account the fact that veganism is a protected characteristic for the purpose of the Equality Act 2010? Yes/No.
Not applicable - The Equality Act 2010 does not apply in Northern Ireland.   

2. How many vegan hot and cold meal options do you offer:
• In your own local authority canteen every day (if you have one)? 0, 1, 2, 3 or more. Please also express this as a proportion of the overall number of options offered.
Derry City & Strabane District Council does not provide a canteen catering facility for Staff.  Council have designated kitchen areas for Staff to avail off.    
 
• In external events catering (if applicable)? Eg: 0, 1, 2, 3 or more.
Please also express this as a proportion of the overall number of options offered.
Derry City & Strabane District Council do not provide external catering. (It is assumed that external catering is the provision of Council prepared food to an event which is not a Council event. If this not the required definition, please clarify.)

3. Is a requirement for providing vegan hot and cold meal options included within the catering procurement contracts you issue for other catering provision for which you are responsible including schools, leisure centres, care homes, libraries, and any other public buildings? 
Please note Derry City & Strabane District Council do not have responsibility for Schools, Care Homes, Leisure Centres.  Catering provision is currently under review at present.  

4. Has your organisation taken any action to reduce meat and dairy consumption in order to meet environmental goals?
•If yes, please detail what actions have been taken, e.g. 100% or 50% plant-based food options offered.
•If no, do you have ambitions to take action in this area, eg through setting meat reduction targets? Yes/no, if yes please detail what ambitions you have set out.
No – some work is due to be progressed as a sector on vending and food nutrition standards. 
"
Mid Ulster District Council - Dungannon,n/a,"Mid Ulster District Council responds to confirm that it does not
hold the requested information as it does not provide catering
arrangements/facilities within either of its civic offices. Information is
not held by Council. Mid Ulster Council is not responsible for the
management of care homes, schools and other such facilities.   "
Eastleigh Borough Council,n/a,"1. With regard to the Public Sector Equality Duty, does your decision-making regarding the provision of food take into account the fact that veganism is a protected characteristic for the purpose of the Equality Act 2010?

Yes. Although the decision-making did not specifically reference the Equalities Act 2010, the provision of plant-based menu options was considered to ensure that our public spaces offer a menu that is accessible to all visitors.


1. How many vegan hot and cold meal options do you offer:


* In your own local authority canteen every day (if you have one)? 0, 1, 2, 3 or more. Please also express this as a proportion of the overall number of options offered.?

N/A we do not have a staff canteen

* In external events catering (if applicable)? Eg: 0, 1, 2, 3 or more.
Please also express this as a proportion of the overall number of options offered.

All event catering has the option to be vegan.  


1. Is a requirement for providing vegan hot and cold meal options included within the catering procurement contracts you issue for other catering provision for which you are responsible including schools, leisure centres, care homes, libraries, and any other public buildings? ?

The Council does not have any catering procurement contracts. Catering for schools, care homes etc. is undertaken by Hampshire County Council. There are a number of public buildings that the Council owns and/or manages but, as these buildings/spaces are staffed and managed internally, there are no catering contracts for these.  



1. Has your organisation taken any action to reduce meat and dairy consumption in order to meet environmental goals?

• If yes, please detail what actions have been taken, e.g. 100% or 50% plant-based food options offered.

• If no, do you have ambitions to take action in this area, eg through setting meat reduction targets? Yes/no, if yes please detail what ambitions you have set out.

 The public spaces/buildings that provide catering have plant-based options on their menus. For example, currently 50% of the kitchen menu in our country parks is plant-based. This is around 8-10 items depending on seasonable options. As part of the Country Parks Service Plan for 2023/24, we are removing all beef-based items from the menu and have a set target to maintain a minimum of 40% of the kitchen menu as plant-based at all times. We offer dairy alternatives for drinks, cakes and menu items such as sandwiches, pastries etc. Pre-packed options such as ice creams, canned drinks, crisps and confectionary all have plant-based alternatives available. 


Please do not hesitate to contact me on campaigns@vegansociety.com<mailto:campaigns@vegansociety.com> should any aspect of my request require clarification
"
Oxford City Council,n/a," 1. With regard to the Public Sector Equality Duty, does your decision-making regarding 
the provision of food take into account the fact that veganism is a protected 
characteristic for the purpose of the Equality Act 2010? Yes/No 
Yes.
2. How many vegan hot and cold meal options do you offer: 
• In your own local authority canteen every day (if you have one)? 0, 1, 2, 3 or more. Please 
also express this as a proportion of the overall number of options offered.  
We do not have a canteen for council staff.
• In external events catering (if applicable)? Eg: 0, 1, 2, 3 or more. 
Please also express this as a proportion of the overall number of options offered. 
We do not provide catering for external events.
3. Is a requirement for providing vegan hot and cold meal options included within the catering 
procurement contracts you issue for other catering provision for which you are responsible 
including schools, leisure centres, care homes, libraries, and any other public buildings?  Yes/No 
Yes.
4. Has your organisation taken any action to reduce meat and dairy consumption in order to 
meet environmental goals? 
Yes, for all councillor events, food must be all plant based.
• If yes, please detail what actions have been taken, e.g. 100% or 50% plant-based food options 
offered. 
100% for councillor meetings.
• If no, do you have ambitions to take action in this area, eg through setting meat reduction 
targets? Yes/no, if yes please detail what ambitions you have set out. "
Worcester City Council,n/a," 1. With regard to the Public Sector Equality Duty, does your
decision-making regarding the provision of food take into account the
fact that veganism is a protected characteristic for the purpose of
the Equality Act 2010? Yes/No?

When providing catering for events, the City Council offers a wide range
of foods including vegetarian, vegan and options for specific dietary
requirements when requested.

 

 2. How many vegan hot and cold meal options do you offer: 

• In your own local authority canteen every day (if you have one)? 0, 1,
2, 3 or more. Please also express this as a proportion of the overall
number of options offered.  

Worcester City Council does not operate any canteens.

• In external events catering (if applicable)? Eg: 0, 1, 2, 3 or more. 
Please also express this as a proportion of the overall number of
options offered.

When hiring caterers for external events, Council staff are strongly
advised to ensure that at least 50% of food supplied is vegan.

 

 3. Is a requirement for providing vegan hot and cold meal options
included within the catering procurement contracts you issue for other
catering provision for which you are responsible including schools,
leisure centres, care homes, libraries, and any other public
buildings? Yes/No?

No. Worcester City Council is not responsible for any catering contracts.
Any catering provided in schools, care homes and libraries would be the
responsibility of Worcestershire County Council.

 

 4. Has your organisation taken any action to reduce meat and dairy
consumption in order to meet environmental goals? 

• If yes, please detail what actions have been taken, e.g. 100% or 50%
plant-based food options offered.

Worcester City Council does not operate any cafes, canteens or food
outlets.  When hiring caterers for external events, Council staff are
strongly advised to ensure that at least 50% of food supplied is vegan. 
In Autumn 2022 a local consultant calculated the carbon footprint of food
items served at a public event at Worcester Guildhall and the results were
circulated among relevant staff to help raise awareness.  Oat milk is
served as an alternative to dairy milk at all Guildhall events. 

 

In 2023 the City Council is introducing Carbon Literacy training, which
will be rolled out to all staff.  The course includes an examination of
the carbon footprint of various foods, leading to a discussion around
this.

 

• If no, do you have ambitions to take action in this area, eg through
setting meat reduction targets? Yes/no, if yes please detail what
ambitions you have set out. 

N/A

 "
Ashfield District Council,n/a,"1.	With regard to the Public Sector Equality Duty, does your decision-making regarding the provision of food take into account the fact that veganism is a protected characteristic for the purpose of the Equality Act 2010? Yes/No  
Yes. Vegan food is included when the Council provides buffets for meetings etc. 
 
2.	How many vegan hot and cold meal options do you offer:  
 
•	In your own local authority canteen every day (if you have one)? 0, 1, 2, 3 or more. Please also express this as a proportion of the overall number of options offered.   Not applicable. 
•	In external events catering (if applicable)? Eg: 0, 1, 2, 3 or more.  Not applicable.
Please also express this as a proportion of the overall number of options offered. 
 
3.	Is a requirement for providing vegan hot and cold meal options included within the catering procurement contracts you issue for other catering provision for which you are responsible including schools, leisure centres, care homes, libraries, and any other public buildings?  Yes/No  Not applicable.
 
4.	Has your organisation taken any action to reduce meat and dairy consumption in order to meet environmental goals?  
 
•If yes, please detail what actions have been taken, e.g. 100% or 50% plant-based food options offered.  A proportion of vegan food is provided for buffets etc. 
 
•If no, do you have ambitions to take action in this area, eg through setting meat reduction targets? Yes/no, if yes please detail what ambitions you have set out.  
"
Ashford Borough Council,n/a,"
1. With regard to the Public Sector Equality Duty, does your decision-making regarding the provision of food take into account the fact that veganism is a protected characteristic for the purpose of the Equality Act 2010? Yes/No  - The council does not provide any food 
 
2. How many vegan hot and cold meal options do you offer:  n/a
 
• In your own local authority canteen every day (if you have one)? 0, 1, 2, 3 or more. Please also express this as a proportion of the overall number of options offered. – The council does not have a canteen 

• In external events catering (if applicable)? Eg: 0, 1, 2, 3 or more.  
Please also express this as a proportion of the overall number of options offered. We may on occasions cater for small events, this is often little more than sandwiches, dietary requirements would be requested.  
 
3. Is a requirement for providing vegan hot and cold meal options included within the catering procurement contracts you issue for other catering provision for which you are responsible including schools, leisure centres, care homes, libraries, and any other public buildings? Yes/No  As a borough council, schools, care homes, and libraries fall outside our area of jurisdiction. 
 
4. Has your organisation taken any action to reduce meat and dairy consumption in order to meet environmental goals?  n/a
 
• If yes, please detail what actions have been taken, e.g. 100% or 50% plant-based food options offered. 
 
• If no, do you have ambitions to take action in this area, eg through setting meat reduction targets? Yes/no, if yes please detail what ambitions you have set out.
"
Babergh District Council,n/a,"
1.         With regard to the Public Sector Equality Duty, does your decision-making regarding the provision of food take into account the fact that veganism is a protected characteristic for the purpose of the Equality Act 2010? Yes/No

No 


2.         How many vegan hot and cold meal options do you offer:  

•           In your own local authority canteen every day (if you have one)? 0, 1, 2, 3 or more. Please also express this as a proportion of the overall number of options offered.  

N/A, we do not have our own canteen. 

•           In external events catering (if applicable)? Eg: 0, 1, 2, 3 or more. 

Please also express this as a proportion of the overall number of options offered.

N/A


3.         Is a requirement for providing vegan hot and cold meal options included within the catering procurement contracts you issue for other catering provision for which you are responsible including schools, leisure centres, care homes, libraries, and any other public buildings?  Yes/No 

No


4.         Has your organisation taken any action to reduce meat and dairy consumption in order to meet environmental goals? 

No 

•      If yes, please detail what actions have been taken, e.g. 100% or 50% plant-based food options offered.

N/A 

•     If no, do you have ambitions to take action in this area, eg through setting meat reduction targets? Yes/no, if yes please detail what ambitions you have set out. 

No
"
Basildon Borough Council,n/a,"1. Yes
2. a) No provision
2. b) 0
3. No
4. No"
Blaby District Council,n/a,"I am writing in response to your request for information which was received on the 03/04/2023 and has been dealt with under the Freedom of Information Act 2000 (“the Act”).
The information you requested is enclosed.
1. With regard to the Public Sector Equality Duty, does your decision-making regarding the provision of food take into account the fact that veganism is a protected characteristic for the purpose of the Equality Act 2010? Yes/No
No

2. How many vegan hot and cold meal options do you offer:
None, Blaby District Council does not have a canteen.

• In your own local authority canteen every day (if you have one)? 0, 1, 2, 3 or more. Please also express this as a proportion of the overall number of options offered. 
• In external events catering (if applicable)? Eg: 0, 1, 2, 3 or more.
Please also express this as a proportion of the overall number of options offered.

3. Is a requirement for providing vegan hot and cold meal options included within the catering procurement contracts you issue for other catering provision for which you are responsible including schools, leisure centres, care homes, libraries, and any other public buildings?  Yes/No
No

4. Has your organisation taken any action to reduce meat and dairy consumption in order to meet environmental goals?
No. We are considering local health priorities currently, but this is unlikely to be a priority.

•If yes, please detail what actions have been taken, e.g. 100% or 50% plant-based food options offered.

•If no, do you have ambitions to take action in this area, eg through setting meat reduction targets? Yes/no, if yes please detail what ambitions you have set out.
"
Broadland District Council,n/a,"1.	With regard to the Public Sector Equality Duty, does your decision-making regarding the provision of food take into account the fact that veganism is a protected characteristic for the purpose of the Equality Act 2010? Yes/No veganism is not a protected characteristic
 
2.	How many vegan hot and cold meal options do you offer:  
 
•	In your own local authority canteen every day (if you have one)? 0, 1, 2, 3 or more. Please also express this as a proportion of the overall number of options offered.   we do not have one.
•	In external events catering (if applicable)? Eg: 0, 1, 2, 3 or more.  
Please also express this as a proportion of the overall number of options offered. We don’t often provide external catering for events and have no guidance that states the number of meat, vegetarian, pescetarian or vegan options to provide. If applicable, we ask guests to provide their requirements
 
3.	Is a requirement for providing vegan hot and cold meal options included within the catering procurement contracts you issue for other catering provision for which you are responsible including schools, leisure centres, care homes, libraries, and any other public buildings?  Yes/No  we are not responsible for any of the functions in the list above. 
 
4.	Has your organisation taken any action to reduce meat and dairy consumption in order to meet environmental goals?  No, as above, we only provide minimal catering
 
•If yes, please detail what actions have been taken, e.g. 100% or 50% plant-based food options offered. 
 
•If no, do you have ambitions to take action in this area, eg through setting meat reduction targets? Yes/no, if yes please detail what ambitions you have set out.  no

I hope this is of assistance and is sufficient to meet your requirements, but if, for whatever reason you wish to get back to me, please feel free to do so. In particular if you are unhappy with the information provided or how your request was handled, please let me know and I will explain how you can request an internal review of our decision.  

Please quote BFOI 23-148 in any further correspondence concerning this request.
"
Cumberland County Council,n/a,"Yes - in terms of the Food Contracts that are procured that is available for use by Directorates. The contracted supplier must ensure vegan alternatives/options are made available.

2a. The Council does not have staff canteens.
2b. This information is not held

3. The Council does not procure catering contracts on behalf of schools. The Council does not procure catering contracts on behalf of libraries. The request is not applicable for our Leisure facilities, Museums and Theatres as they are not managed by the local Authorities. 

We supply meals via cooks in older adults residential homes but they are alll service user specific relating to the dietary requirements.

4. As above - All meals are specifically prepared for individual dietary requirements in line with the complexity of health conditions presented for individuals who have an older age profile and present as frailty, mental impairment, and physical challenges such as inability to swallow or digest solid foods. Meals are prepared by using a balance of food groups to ensure the nutritional value is not compromised and supplements are introduced if required due to individual health presentations under the guidance of health and dietary professionals. 
"
,n/a,
